language_dependency,file_path,function_name,line_number,call_body
diff,plot.rpart.R,plot.rpart,19,diff(range(xx))
diff,plot.rpart.R,plot.rpart,20,diff(range(yy))
diff,rpart.exp.R,drate2,55,diff(itable)
diff,rpart.exp.R,rpart.exp,103,diff(itable)
diff,rpartco.R,rpartco,43,diff(range(y))
